Code	Product label	Imported value in 2009	Imported value in 2010	Imported value in 2011	Imported value in 2012	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Importer
96	Miscellaneous manufactured articles	299201	387302	444621	498263	562676	620972	519303	568760	524577	463382	451677	424286	Turkey
56	Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof	373035	420359	419178	340011	421094	449631	412015	333471	375250	346584	345440	416281	Turkey
25	Salt; sulphur; earths and stone; plastering materials, lime and cement	259647	314261	442079	426419	396954	425716	391901	378548	416639	485839	407195	390004	Turkey
59	Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...	218698	285182	362464	314990	404282	425245	320584	311817	353634	359067	398437	376996	Turkey
53	Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn	146315	256953	260728	274956	265373	282047	255820	238367	319944	263315	316020	359666	Turkey
60	Knitted or crocheted fabrics	230459	372156	559106	354107	438066	458948	432878	433442	514345	402327	403939	344650	Turkey
09	Coffee, tea, maté and spices	73271	103376	118020	136177	175646	187841	199779	215998	319580	266302	333448	343749	Turkey
69	Ceramic products	274524	390251	451906	445860	485769	571685	508565	374053	339826	342634	301718	342184	Turkey
93	Arms and ammunition; parts and accessories thereof	109281	152277	122892	209303	196194	162527	185752	108534	248918	365255	239925	293146	Turkey
95	Toys, games and sports requisites; parts and accessories thereof	336318	471824	654178	604266	703308	723769	588284	608844	609049	459364	282818	280993	Turkey
42	Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...	366088	408836	479334	484429	572561	598905	486425	348839	300937	245762	343202	276563	Turkey
78	Lead and articles thereof	145019	179709	226385	227155	231734	283557	206608	215557	308403	323950	271626	261747	Turkey
17	Sugars and sugar confectionery	56014	52453	63464	97261	132041	182841	165716	257161	207586	171190	187621	234854	Turkey
81	Other base metals; cermets; articles thereof	65968	86328	108233	111246	164809	168659	127297	139746	164815	179571	265498	222073	Turkey
91	Clocks and watches and parts thereof	180076	253281	315055	280836	356122	347090	299339	260422	283900	277987	258830	221680	Turkey
63	Other made-up textile articles; sets; worn clothing and worn textile articles; rags	110793	146877	206780	161191	221365	257908	196353	207135	185329	162366	181574	220649	Turkey
75	Nickel and articles thereof	121598	168362	215882	196931	187989	195521	185616	159801	172637	229320	299698	218349	Turkey
19	Preparations of cereals, flour, starch or milk; pastrycooks' products	147458	169328	198335	190741	236069	233343	213004	206670	217591	211092	219127	211420	Turkey
51	Wool, fine or coarse animal hair; horsehair yarn and woven fabric	308114	369955	458349	401514	392506	400485	291263	241472	272938	285117	279641	204270	Turkey
99	Commodities not elsewhere specified	429421	364865	472500	751019	311651	264775	260079	270100	370004	429286	189580	197661	Turkey
41	Raw hides and skins (other than furskins) and leather	296794	473295	722179	684594	696331	533277	286961	228795	259512	265464	231904	184608	Turkey
03	Fish and crustaceans, molluscs and other aquatic invertebrates	105915	133830	173887	176497	193653	200856	244374	174616	223161	184809	190707	149433	Turkey
20	Preparations of vegetables, fruit, nuts or other parts of plants	55024	62915	90361	76973	138888	164987	114278	78999	75849	66603	149157	149124	Turkey
11	Products of the milling industry; malt; starches; inulin; wheat gluten	33926	52782	67454	79723	98611	105823	107251	126395	140997	123465	110637	131694	Turkey
58	Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery	129442	173847	198877	179781	207187	223121	192078	194718	209193	194197	229006	131115	Turkey
04	Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...	117049	128277	105212	116609	188391	225055	147946	110077	121209	128409	149540	121895	Turkey
37	Photographic or cinematographic goods	217268	223866	239922	214223	223316	199247	156804	145586	136164	128083	137927	118430	Turkey
49	Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...	127847	138097	170942	166170	185144	188593	158906	133161	140968	117731	109878	101434	Turkey
80	Tin and articles thereof	27508	55019	76950	49946	64042	63337	51067	48777	69132	72840	85903	82857	Turkey
02	Meat and edible meat offal	1600	250174	513600	97179	237750	207459	106852	42001	87360	265887	87677	74286	Turkey
13	Lac; gums, resins and other vegetable saps and extracts	27559	32122	36700	38259	45702	43905	39577	42599	43861	51754	50844	60005	Turkey
05	Products of animal origin, not elsewhere specified or included	28954	38273	56551	50507	49578	61236	50887	46812	58348	59529	55628	52550	Turkey
57	Carpets and other textile floor coverings	141494	181415	194098	176995	186782	175531	103500	65153	59005	53075	58232	43682	Turkey
36	Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations	29461	35951	52854	48003	54643	58826	55052	47137	51213	57552	44916	42842	Turkey
06	Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage	37019	49757	67584	67716	93118	93255	81385	87253	83019	60491	43034	41499	Turkey
92	Musical instruments; parts and accessories of such articles	27991	36772	41120	42295	37373	34053	34201	31274	34272	33818	32702	33736	Turkey
65	Headgear and parts thereof	30276	42197	52802	50701	59091	68499	65699	64840	60900	40632	27662	32002	Turkey
43	Furskins and artificial fur; manufactures thereof	51474	81910	105348	108815	119372	99897	37621	29308	43955	43788	47082	26341	Turkey
50	Silk	32765	39865	44647	35054	46273	48449	38057	32739	32896	32815	31272	20916	Turkey
67	Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...	25855	31308	37591	34315	36000	42063	41040	39277	32732	26864	24031	19743	Turkey
16	Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates	3036	4267	2889	4200	9151	25848	14080	10796	7451	4826	10241	16143	Turkey
14	Vegetable plaiting materials; vegetable products not elsewhere specified or included	4271	6860	8393	7445	10336	12823	12775	10910	12137	9666	10182	13951	Turkey
46	Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork	8831	12341	14221	10457	12260	11628	10167	8633	8591	8533	9270	11274	Turkey
66	Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof	27085	41787	48869	32014	32977	31255	40925	35277	22642	8505	9143	9752	Turkey
97	Works of art, collectors' pieces and antiques	13481	22548	41549	40766	55724	55287	35597	42376	32468	24778	10014	7507	Turkey
45	Cork and articles of cork	5349	6433	7501	7943	7352	7382	6063	5057	5209	5540	5104	5088	Turkey
TOTAL	All products	1601895800	1968259901	2263619100	2334677700	2326590200	2410855500	2315889217	2249113117	2406075845	2609126878	2563536173	2406931650	USA
84	Machinery, mechanical appliances, nuclear reactors, boilers; parts thereof	207524194	255407350	294378904	315095389	311300329	331205458	330271770	315350475	348572807	384981508	377872961	361173660	USA
85	Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...	217770988	262956516	283319355	296413164	303213067	319671075	333456191	335582652	355992790	366231793	351073776	343401025	USA
87	Vehicles other than railway or tramway rolling stock, and parts and accessories thereof	133354532	185981678	206182707	244174855	253081966	265323956	284393481	284712023	294222029	306129608	309650401	254386528	USA
30	Pharmaceutical products	55904583	61975885	66150067	65004006	63313660	73042299	86033116	92512013	96878977	115524732	128134846	139430771	USA
27	Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral ...	279146203	364169509	462775842	432713698	389365180	358259447	200765686	163138185	204023251	241666711	209785222	130630108	USA
71	Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad ...	37191801	52859464	67032353	62822893	64465513	64072251	60292751	67280606	59864415	60765216	58059743	106986724	USA
99	Commodities not elsewhere specified	55301867	56113571	60460054	66834557	70889599	74105015	85143943	86398617	90973753	101560675	113602706	102479372	USA
90	Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical ...	50803943	59793862	67081200	69799847	72111007	76226166	78543473	80548282	85994600	93313384	96566965	90552472	USA
94	Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; ...	32472699	41278015	43058201	47855696	51335977	55782891	61204082	63153427	66944790	71856672	66842480	65457994	USA
39	Plastics and articles thereof	29906968	36909554	41407087	44249296	46376567	50128863	50373200	50376130	54713764	61719974	60355031	62342457	USA
29	Organic chemicals	45810683	48869923	57130766	54537754	54538159	54711121	52067186	49783079	46095545	54590299	54748556	56420109	USA
61	Articles of apparel and clothing accessories, knitted or crocheted	34668152	39949253	43285857	42598146	44423860	46627468	48514242	45417624	45745754	47681654	48160270	38254141	USA
95	Toys, games and sports requisites; parts and accessories thereof	28277723	31168652	29019702	28315060	27923982	28882918	31287861	30456454	32705633	34377085	33960781	36344231	USA
73	Articles of iron or steel	25569371	28272508	33880172	39709307	36250209	39706132	38749491	33605579	39107778	43146053	40887369	35987330	USA
62	Articles of apparel and clothing accessories, not knitted or crocheted	32127205	35696560	38246891	38089455	39319973	39099513	40574266	38551531	37804711	39014939	39224194	32911543	USA
63	Other made-up textile articles; sets; worn clothing and worn textile articles; rags	9908282	11856454	12464556	12712647	13405321	13901702	14883555	14603419	15338411	16137772	16743414	31248825	USA
40	Rubber and articles thereof	16255988	22948120	29248048	29862326	28699419	29053980	27904596	26164158	27894996	29924958	30007725	28493182	USA
88	Aircraft, spacecraft, and parts thereof	18465618	18911013	21633822	24411528	29585078	34469899	35344231	31042720	30918270	31919729	35446639	28376752	USA
22	Beverages, spirits and vinegar	15476651	16502697	18692822	20748026	21130293	21206260	22202550	23291688	24674840	26070463	27514235	26885144	USA
44	Wood and articles of wood; wood charcoal	10501017	12193618	11982385	13720213	16103856	17434640	18005954	19517700	21096360	22574631	19204648	22578485	USA
64	Footwear, gaiters and the like; parts of such articles	18245270	21928568	23651479	24863320	25776428	27044539	28725306	26550453	26605936	27536020	28170640	21503889	USA
08	Edible fruit and nuts; peel of citrus fruit or melons	8933831	10005583	10918610	11378334	12472835	13969901	15427934	16716509	18097721	18911060	19546626	19473401	USA
76	Aluminium and articles thereof	12003361	14721255	16206445	15969678	15678772	17114460	17866316	18732153	23377819	24218718	22238106	19044666	USA
72	Iron and steel	13052702	22516681	29666949	30452428	26732093	36000222	27867709	22460117	28812147	31036005	24483024	18799947	USA
38	Miscellaneous chemical products	7593671	9057387	11094768	11477673	12382801	12661231	13190838	13835878	13825020	15298503	14962800	18473882	USA
03	Fish and crustaceans, molluscs and other aquatic invertebrates	10639903	11827209	13351400	13349819	14689190	16689405	15482352	16366242	17901364	18517128	18498917	17534600	USA
48	Paper and paperboard; articles of paper pulp, of paper or of paperboard	15563130	16539108	17051646	15994575	16317941	16969186	16683809	16236525	16367623	18017445	17258375	15671092	USA
33	Essential oils and resinoids; perfumery, cosmetic or toilet preparations	7229899	8242518	9140577	9755253	10774901	11546996	12074886	12543663	13538552	15071822	14566329	13558175	USA
07	Edible vegetables and certain roots and tubers	5832223	6992850	7780993	7950329	8768945	8953995	9284943	10309868	10287245	10931576	11447020	12781380	USA
83	Miscellaneous articles of base metal	6581301	8244955	9121224	9848332	10425061	10820839	11543228	11584356	12080159	13261604	13063839	12383723	USA
28	Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, ...	11827118	15008633	18553609	16764901	15438101	14264020	13149867	11761557	11530668	13329762	12778741	10336778	USA
82	Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal	5509227	7097241	8021453	8646202	9054555	9492938	9794470	9383516	10119466	11208237	10676639	10287164	USA
42	Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...	8556312	10524278	11721894	12730972	13412700	13871141	14303352	13177536	13461602	14349051	13253631	10177221	USA
21	Miscellaneous edible preparations	3100978	3515704	3863748	4152740	4304949	4339798	4392820	4511230	4805136	7942133	8596347	9780681	USA
19	Preparations of cereals, flour, starch or milk; pastrycooks' products	4149527	4622234	5113064	5380812	5664325	5888333	6291762	6893175	7362454	8172483	8799776	9530261	USA
02	Meat and edible meat offal	4140878	4721984	5258149	5781030	6021621	8433931	9361445	7908001	8203503	8427273	8764327	9453185	USA
20	Preparations of vegetables, fruit, nuts or other parts of plants	5653660	5935851	6938875	7238043	7276820	7432227	7720705	7939717	8558855	9299416	8977235	9155121	USA
74	Copper and articles thereof	6406773	8943270	11550838	10335313	10729669	9706143	8411764	7542739	10098842	10957034	9604387	9060351	USA
68	Articles of stone, plaster, cement, asbestos, mica or similar materials	4504549	5062562	5503277	5946884	6696907	7246553	7789918	7820997	8399133	8862636	8497159	8011738	USA
09	Coffee, tea, maté and spices	4887596	5942352	9384949	8352471	7186051	7881468	8176537	7939328	8661451	8027932	8055777	7898043	USA
70	Glass and glassware	4641642	5737945	6106290	6377071	6613678	7446792	7878244	7824466	7931370	8704970	8123242	7473414	USA
15	Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal ...	3980883	4549092	6861383	6219968	6118468	6154634	6018221	6402909	7183362	7080413	6465645	6853645	USA
96	Miscellaneous manufactured articles	3305963	3862341	4092756	5266534	5465746	5836809	6360790	6703164	6412886	6730665	6796448	6498414	USA
69	Ceramic products	3962698	5059830	5653017	5713728	5954835	6357267	6442258	6275329	6655290	7183400	6987087	6327767	USA
16	Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates	3719027	4011990	4584104	4669225	4731038	5113541	4958332	4808516	5430258	5982331	5652912	6079000	USA
31	Fertilisers	4385484	7067568	9624939	9268855	8448269	8644423	8394406	5766540	6060853	7140202	7031724	5794657	USA
97	Works of art, collectors' pieces and antiques	5062701	6275655	6925172	7823687	9095188	9219535	11687985	9873756	10399066	11856716	11827974	5277982	USA
18	Cocoa and cocoa preparations	3592364	4415589	4806674	4216249	4279325	4851677	4983838	5208799	5145821	4856583	5126701	5188544	USA
34	Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial ...	2151375	2534364	2745199	2961433	3028183	3235595	3230171	3244572	3432341	3775681	3808818	5095548	USA
17	Sugars and sugar confectionery	3041692	3940983	4962694	4552296	3988816	4148550	4225248	4372999	4250306	4367439	4434899	4907383	USA
32	Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring ...	2512805	3215628	3561372	3877249	3948465	4092291	3947766	3864759	4127647	4565987	4397391	4328755	USA
91	Clocks and watches and parts thereof	3153272	3837532	4928487	4932923	5230110	5515521	5831157	5134308	4897108	4809437	5200702	4280054	USA
25	Salt; sulphur; earths and stone; plastering materials, lime and cement	2397524	2859261	3476164	3435226	3256415	3628149	3762177	3298436	3756738	4552436	4477537	4046243	USA
49	Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...	4133329	4498304	4385152	4389812	4395659	4431426	4670535	4565739	4610342	4813007	4921503	4009738	USA
93	Arms and ammunition; parts and accessories thereof	2855838	2784357	2685492	3200627	3751463	3277895	3058532	3442400	3018027	2955889	2857993	3868334	USA
23	Residues and waste from the food industries; prepared animal fodder	1302037	1498316	2090978	2669831	2902499	3123666	2983009	2813975	2935037	3341478	3377607	3700355	USA
35	Albuminoidal substances; modified starches; glues; enzymes	1800380	2086713	2377948	2551077	2530698	2768140	2801874	2703315	2684929	2725314	2906409	3124046	USA
47	Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or ...	2557341	4042603	4176528	3501860	3779114	3753136	3430770	3140765	3301624	3910799	3585447	3114404	USA
57	Carpets and other textile floor coverings	1571576	1848137	2025801	2154707	2286063	2579823	2650210	2789508	2903767	3256483	3044254	3094209	USA
56	Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof	1333757	1624668	1764792	1811387	1938802	2068360	2233027	2185557	2223598	2514599	2503005	3089873	USA
01	Live animals	2032352	2384381	2345539	2642888	2672100	3572882	3323771	2823247	2845111	2779998	3045490	2957826	USA
04	Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...	1701902	1772100	2036952	2174446	2300439	2603318	2820395	2508090	2601450	2692676	2774123	2702095	USA
10	Cereals	2187166	1989199	2318505	3320471	4361816	3458935	2799143	2310866	2466763	2697611	2470433	2682077	USA
06	Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage	1578544	1719629	1787025	1861411	1912913	1967406	2011792	2164139	2277650	2434561	2583272	2558231	USA
12	Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...	1674519	1711264	2128204	2423851	3061914	3730605	2668347	2431515	2454251	2526787	2395425	2510670	USA
59	Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...	1531696	1971061	2203783	2253483	2347230	2512611	2509261	2549823	2668614	2865537	2723290	2426826	USA
75	Nickel and articles thereof	1892084	3263445	4058189	3335348	2859001	3440793	2629095	1972097	2419624	2949402	2923882	2381320	USA
65	Headgear and parts thereof	1431566	1764386	2104809	2085281	2028771	2222371	2472398	2418346	2490287	2707259	2624075	2315195	USA
89	Ships, boats and floating structures	1291970	1636169	1211986	1889866	1846193	1467647	2765763	2036767	2555744	2222210	2315853	2294214	USA
26	Ores, slag and ash	2890155	3369872	4169343	4070965	3534396	3737689	2905352	2258546	2765029	3120917	3267923	2289163	USA
81	Other base metals; cermets; articles thereof	1557789	2278278	2739842	2883355	2427518	2704911	2388658	2174522	2663978	3181416	3052700	2235384	USA
67	Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...	1326942	1615831	1910620	1937162	1880898	1831277	2142062	2131602	2278283	2511115	2669175	2220976	USA
79	Zinc and articles thereof	1320236	1713807	1977401	1689829	1676013	1822455	1778266	1821224	2226289	2598997	2412547	2188465	USA
24	Tobacco and manufactured tobacco substitutes	1614089	1457871	1569191	1871561	2221678	2096577	2097623	2199373	2173534	2247146	2188351	2166023	USA
11	Products of the milling industry; malt; starches; inulin; wheat gluten	1106487	1168891	1287994	1376399	1503379	1635598	1663050	1663049	1740667	2021264	2033704	2022317	USA
54	Man-made filaments; strip and the like of man-made textile materials	1672397	2059030	2357945	2413352	2451996	2416677	2421635	2161497	2154336	2370327	2142637	1788873	USA
13	Lac; gums, resins and other vegetable saps and extracts	745922	917227	1784739	4399944	2712534	2302560	1719046	1315073	1510275	1666866	1570593	1545266	USA
37	Photographic or cinematographic goods	1577626	1742664	1838090	1635426	1609458	1657702	1643883	1658834	1665639	1742316	1749569	1518476	USA
86	Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...	1328715	1499382	1965813	2075280	1688266	2156837	2354372	1632483	1692546	2246528	2141861	1502550	USA
55	Man-made staple fibres	1284521	1687862	1987946	1873759	1845423	1971434	2034675	1761481	1735717	1884088	1736306	1497381	USA
92	Musical instruments; parts and accessories of such articles	1115107	1253892	1297812	1300032	1276675	1327695	1304531	1269956	1335142	1433857	1527922	1265050	USA
05	Products of animal origin, not elsewhere specified or included	674380	766252	815926	925665	1015426	1119842	1074028	992465	1112497	1179458	1063893	989252	USA
52	Cotton	861944	1135111	1305703	1188653	1147148	1126269	1104443	973605	938260	961132	863197	906479	USA
60	Knitted or crocheted fabrics	695745	780298	902295	1021447	1019211	1123414	1137176	1102475	1048361	1090295	966140	884646	USA
36	Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations	559022	660771	689022	697078	708712	821648	872564	836826	845678	1011355	966525	857394	USA
78	Lead and articles thereof	465844	637312	787942	773260	1080619	1288755	1053767	1116290	1558743	1346777	1080031	777773	USA
58	Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery	581890	682580	748913	777538	779242	801232	815106	760698	762360	793887	755220	673528	USA
80	Tin and articles thereof	543235	818377	1031608	893304	936970	924569	676925	643822	791791	853203	767463	632122	USA
46	Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork	389757	446219	523803	550801	546344	561863	589808	557091	578473	635024	635063	596563	USA
66	Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof	409928	511684	533045	556678	559161	565166	610202	602876	662699	664445	680936	575732	USA
41	Raw hides and skins (other than furskins) and leather	475159	619020	638292	704338	738096	816748	821857	805429	752012	738293	600955	461801	USA
45	Cork and articles of cork	215416	225033	246828	249384	251342	280426	293202	253544	271966	295402	282031	290386	USA
53	Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn	144518	185485	225592	231169	226125	232959	265191	239222	237226	244588	228712	232320	USA
51	Wool, fine or coarse animal hair; horsehair yarn and woven fabric	209012	246891	294883	327385	312258	326549	330920	273144	274042	287045	273123	201028	USA
14	Vegetable plaiting materials; vegetable products not elsewhere specified or included	99244	78440	78482	87136	88188	99264	113745	128717	124094	115635	131911	177055	USA
43	Furskins and artificial fur; manufactures thereof	247801	312555	369556	378303	435769	504900	456065	341639	293577	234460	210519	147696	USA
50	Silk	149068	162326	185766	170753	146473	138287	120970	103005	84601	87476	72367	50978	USA
